filepath,label
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S41_ISH_C01_G1_D03_SPKM12_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S41_ISH_C01_G1_D05_SPKM12_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S41_SAN_C04_G1_D01_SPKF13_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S45_SRI_C09_G1_D01_SPKF23_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S45_SRI_C09_G1_D03_SPKF23_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S45_SRI_C09_G1_D05_SPKF23_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S45_SRI_C10_G1_D01_SPKF23_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S45_SRI_C10_G1_D03_SPKF23_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S45_SRI_C15_G2_D01_SPKF21_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S45_SRI_C15_G2_D03_SPKF21_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S46_AAA_C09_G1_D05_SPKF24_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S46_BBM_C04_G1_D04_SPKF24_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S47_RVC_C03_G1_D04_SPKF21_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S49_JJN_C03_G1_D03_SPKF21_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S93_SVS_C01_G1_D03_SPKF05_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S93_SVS_C18_G1_D02_SPKF06_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S93_SVS_C18_G1_D02_SPKF06_V2_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_BAB_CO2_G1_D02_SPKM02_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_BAB_CO4_G1_D03_SPKM01_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_BIL_CO11_G4_D03_SPKM03_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_BIL_CO3_G1_D03_SPKM01_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_BIL_CO3_G1_D03_SPKM01_V2_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_BIL_CO3_G1_D05_SPKM01_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_BIL_CO3_G1_D05_SPKM01_V2_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_BIL_CO7_G1_D01_SPKM02_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_MIR_C11_G1_D03_SPKF02_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_MIR_C11_G1_D05_SPKF02_V2_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_SRI_C15_G2_D01_SPKF01_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_SRI_C15_G2_D01_SPKF01_V2_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_TAG_C05_G2_D01_SPKF01_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_TAG_C07_G1_D03_SPKM05_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_TAG_C09_G2_D06_SPKM02_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_TAG_C14_G3_D04_SPKM02_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_TAG_C18_G1_D03_SPKM05_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_TAG_C18_G1_D03_SPKM05_V2_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_TAG_C18_G2_D01_SPKF01_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_TAG_C18_G2_D03_SPKF01_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_TAG_C18_G3_D03_SPKF02_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_TAG_C18_G3_D03_SPKF02_V2_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S96_DOC_C10_G1_D04_SPKM04_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S96_DOC_C15_G1_D02_SPKF04_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S96_JAM_C01_G1_D03_SPKF02_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S96_JAM_C01_G2_D03_SPKM03_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S96_JAM_C02_G2_D03_SPKM04_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S96_JAM_C06_G2_D01_SPKF04_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S96_JAM_C06_G2_D01_SPKF04_V2_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S96_JAM_C09_G2_D03_SPKM04_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S96_YUV_C05_G1_D011_SPKF03_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S99_JJN_CO4_G1_D03_SPKM09_V1_SU4_MMM.wav,suprised
